Name,Architecture,Size,Pretraining Data,Dimensions,# Layers,Directory,Steps,Tokenizer,Layer Norm,Rope,Attention Type,Position Embedding,FFN Activation,Dropout,GPT Init,Bias,Weight Tying,Llama Linear,Context Length,Train Loss,Tokens,Test Loss,Optimizer,Scheduler,Learning Rate,Weight Decay,C4 Validation Loss,C4 Validation BPB,The Pile UC Validation Loss,The Pile UC Validation BPB,RefineWeb Validation Loss,RefineWeb Validation BPB,Slimpajama Validation Loss,Slimpajama Validation BPB,FineWeb-Edu Validation Loss,FineWeb-Edu Validation BPB,ARC-Challenge Accuracy,ARC-Challenge Loss,ARC-Challenge BPB,ARC-Easy Accuracy,ARC-Easy Loss,ARC-Easy BPB,HellaSwag Accuracy,HellaSwag Loss,HellaSwag BPB,MMLU Accuracy,MMLU Loss,MMLU BPB,Winogrande Accuracy,Winogrande Loss,Winogrande BPB,PIQA Accuracy,PIQA Loss,PIQA BPB,Social IQa Accuracy,Social IQa Loss,Social IQa BPB,CommonSenseQA Accuracy,CommonSenseQA Loss,CommonSenseQA BPB,COPA Accuracy,COPA Loss,COPA BPB,OpenBookQA Accuracy,OpenBookQA Loss,OpenBookQA BPB,Hugging Face,MMLU_stem Loss,MMLU_other Loss,MMLU_humanities Loss,MMLU_social_sciences Loss,Intervention,Intervention,Intervention,Intervention,Intervention,Intervention,Overtraining
HuggingFaceFW/ablation-model-fineweb-edu,Llama,1713670144,FineWeb-Edu,,,,40000.0,gpt2-HF,,,,,,,,,,,,,84000000000,,,,,,3.666856136360646,1.024171043506926,3.858885701282292,0.6942363471815431,3.8133232613123336,1.0651934308063946,4.53264016556324,0.9796789627654248,3.118787377017311,0.7338271084210594,0.3387372013651877,5.172698886835767,0.8804964735599298,0.696969696969697,5.389085021385209,0.8173637057763088,0.420035849432384,2.7680777395093763,0.8021230940731695,0.23849878934624696,,,0.5556432517758485,4.196575388364189,1.0573233241795876,0.7165397170837867,3.752243632119705,0.9348605698788852,0.42067553735926305,8.531777593831292,1.3786800967680277,0.19082719082719082,2.215793918918919,1.5983574492281232,0.77,5.275302444083693,1.5564038205492468,0.27,7.986353896884365,1.3640110359984132,True,,,,,False,False,False,False,False,True,False
allenai/OLMo-7B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26621160409556316,5.480861324428116,0.9340331433200004,0.5909090909090909,5.934185109048443,0.8981713314564671,0.4373630750846445,2.617539334482781,0.7660469724413971,0.243626264064948,,,0.56353591160221,4.120439343647162,1.0380447520474951,0.7399347116430903,3.5364353916903726,0.8850041065772966,0.413510747185261,8.805756890692441,1.4393247350207,0.19328419328419327,2.643887560207467,1.9071617358896666,0.73,4.357276455586779,1.3170578319224968,0.206,8.153609371264732,1.3955231870249658,True,,,,,False,False,False,True,True,True,False
HuggingFaceFW/ablation-model-c4,Llama,1713670144,C4,,,,95000.0,gpt2-HF,,,,,,,,,,,,,199000000000,,,,,,3.185252748580022,0.8896568368194238,3.783133069599378,0.6806080009749013,3.6475054210011906,1.0188747575373607,4.273024363714604,0.9235659402923555,3.3486638200418155,0.7879152988254077,0.26706484641638223,5.88979122010368,0.9810125777373518,0.5951178451178452,6.539869054017094,0.9648722674189817,0.4644493128858793,2.644914821134127,0.7675803231695835,0.24205953567867824,,,0.5737963693764798,4.095634368208206,1.0239862090617238,0.7442872687704026,3.579321161674308,0.8703753515019619,0.41914022517911975,9.062636277908158,1.4484328090520113,0.19737919737919737,3.114148239148239,2.246383110606131,0.76,4.8229136904761924,1.4286304329225972,0.232,8.175944051087805,1.3855378001594973,True,,,,,False,False,False,False,True,True,False
HuggingFaceFW/ablation-model-c4,Llama,1713670144,C4,,,,1000.0,gpt2-HF,,,,,,,,,,,,,2000000000,,,,,,4.1254796349905725,1.1522668535691107,4.745925935878617,0.8538201285992146,4.4873817492170796,1.2534813424502478,5.12972742969123,1.1087326291132509,4.250749042215548,1.0001691366520205,0.17918088737201365,7.720638642858029,1.352813383544701,0.38636363636363635,8.879900278981635,1.3811288740074084,0.27823142800239,3.586486360458332,1.043695072268356,0.22874234439538527,,,0.4940805051302289,4.832992714853475,1.2216974767460462,0.6267682263329706,4.717215727414337,1.2124829422659733,0.36131013306038895,10.203960577417021,1.6799101318673908,0.19574119574119575,5.449797809172809,3.9311981365705746,0.61,5.789738546176045,1.7300063756595223,0.136,9.519068894993895,1.6665832408856307,True,,,,,False,False,False,False,True,True,False
allenai/OLMo-1B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.4182103248968336,0.9571274917081097,3.4184528554147318,0.5883121424965211,3.6536919125324276,1.0234942550694317,4.236852868459217,0.9067200029412572,3.4675312548536183,0.8139971997183787,0.24744027303754265,5.867915740174023,0.9973568274444164,0.5585016835016835,6.610335891812859,0.9871726075420023,0.3910575582553276,2.7292851305479187,0.7999204018109459,,,,0.5374901341752171,4.16354681547965,1.0574080831231365,0.719804134929271,3.663422298800235,0.9209024696966457,0.4048106448311157,8.428224360135575,1.3874593000740514,0.1981981981981982,4.504111743285752,3.2490298378240494,0.71,4.687356593918491,1.415567882041988,0.208,8.19768794504047,1.4260260386615409,True,,,,,False,False,False,True,True,True,False
allenai/OLMo-7B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.1657285708369876,0.8864304880143252,3.1410977678331347,0.5405796235153155,3.4088991865680582,0.9549214375727144,4.014793156851277,0.8591974694444761,3.22239400718162,0.7564516381975206,0.3174061433447099,5.082242283046675,0.8650660331653577,0.6658249158249159,5.42823189916247,0.8220792035484844,0.4881497709619598,2.4863178672175836,0.7282464649260809,0.24619000142429853,,,0.5974743488555643,3.989777499753484,1.0049046935756198,0.7611534276387377,3.397958075462486,0.8407415405357399,0.4247697031729785,8.735634292021668,1.4124630725677867,0.20147420147420148,2.6750641181564645,1.9296508686621698,0.81,4.256853762228939,1.283923084693424,0.258,7.840453179659388,1.3491815593043237,True,,,,,False,False,False,True,True,True,False
HuggingFaceFW/ablation-model-c4,Llama,1713670144,C4,,,,130000.0,gpt2-HF,,,,,,,,,,,,,273000000000,,,,,,3.1391770660325964,0.8767876709399773,3.767802776950368,0.677849990711385,3.615014347443352,1.0097988739203638,4.245057378414465,0.917521192386118,3.3125734380877017,0.7794235046023186,0.2764505119453925,5.5195602377806505,0.9344771382998158,0.6220538720538721,6.022451201142177,0.8999108162837721,0.47779326827325236,2.6014187030430094,0.754388745628926,0.252385700042729,,,0.5753749013417522,4.063895644429748,1.0156551565240701,0.7622415669205659,3.504650386760239,0.8559544114656676,0.41760491299897645,9.093204637688983,1.452512378976702,0.20065520065520065,3.5197519963144965,2.5389643751209765,0.76,4.793479527417027,1.4197506592489166,0.232,8.12765494323385,1.374740764161408,True,,,,,False,False,False,False,True,True,False
allenai/OLMo-7B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.0054814991604775,0.8415599671308751,2.966819242891067,0.5105864725969415,,,,,3.072076450263106,0.7211648415092686,0.3779863481228669,4.63861877404498,0.7778121224294376,0.7247474747474747,4.807274356333356,0.7262610498696244,0.5495917147978491,2.3507863146238046,0.6868370352537149,,,,0.6606156274664562,3.867370456836798,0.9711978444750513,0.7829162132752993,3.192056022582022,0.7879998466379061,0.44319344933469806,7.942911700744575,1.2919578681901625,0.19492219492219492,1.8921617258776415,1.3649061692417879,0.84,4.133093019230884,1.2425255670665907,0.298,7.533337771470432,1.2856268219804412,True,,,,,False,False,False,True,True,True,False
allenai/OLMo-1B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.253086261001856,0.9108913721968801,3.2299603538094717,0.5558727811379846,3.4918002493039983,0.9781441841754993,4.083720826002146,0.8739485354634239,3.3038367400876565,0.7755701844053251,0.2815699658703072,5.395588284953419,0.9079985825392716,0.6241582491582491,5.9109924982834565,0.8792764201573815,0.45727942640908187,2.5574834481358173,0.7488203166768165,,,,0.584846093133386,4.068578254339725,1.0251044505081104,0.7437431991294886,3.4498173977361644,0.8629841740238976,0.41606960081883315,9.242153042590173,1.483060794250171,0.2153972153972154,2.0028545709050745,1.4447541785332718,0.78,4.391109406154737,1.3225590551843904,0.254,7.912219217925923,1.3648265343922534,True,,,,,False,False,False,True,True,True,False
allenai/OLMo-1B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.2627561032704415,0.9135990089412702,3.2403773188580276,0.5576655298711783,3.4992053450267817,0.9802185443328273,4.089033147861772,0.875085414331237,3.311680947757286,0.7774115991202323,0.27559726962457337,5.35380408471771,0.9048255661293825,0.6195286195286195,5.870209544943555,0.8777778699963806,0.45359490141406095,2.5668452048019716,0.7513098902743546,,,,0.5824782951854776,4.0625667652563155,1.0241809740451797,0.7388465723612623,3.449481294076062,0.8656019686283795,0.41453428863868985,9.061725754106826,1.456953347331,0.20966420966420968,2.104422017114266,1.5180196040141505,0.76,4.387870395495261,1.322037974805727,0.238,7.909553851352148,1.362727682053249,True,,,,,False,False,False,True,True,True,False
HuggingFaceFW/ablation-model-fineweb-edu,Llama,1713670144,FineWeb-Edu,,,,110000.0,gpt2-HF,,,,,,,,,,,,,231000000000,,,,,,3.5791534890565497,0.9996752606162167,3.7732021800305495,0.6788213752408878,3.7300671069062417,1.0419370996038173,4.467893492189518,0.9656847008129322,3.0209440169936954,0.7108053049812246,0.3771331058020478,4.528522973977862,0.7943598337661624,0.7361111111111112,4.49102053921054,0.7127918723851387,0.4587731527584147,2.686637714851571,0.7764809468849344,0.23935336846603048,,,0.5682715074980268,4.149120273820389,1.0430472041601364,0.749183895538629,3.6342841668023507,0.8983789427652019,0.42067553735926305,8.184821605309176,1.329501780820207,0.19656019656019655,1.9740383138820639,1.4239676429812322,0.78,5.357403814935065,1.5805997139151144,0.308,7.691150551271643,1.3196497307611783,True,,,,,False,False,False,False,False,True,False
allenai/OLMo-7B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,2.969571877827229,0.8315049726957631,2.931107471746641,0.5044405143278244,3.222163668252261,0.9026119558788513,3.83821640984598,0.8214086498808113,3.0401119644982657,0.7136612315946937,0.36945392491467577,4.545502758888731,0.7615196550283281,0.7348484848484849,4.637703646762071,0.7015462604364171,0.5565624377614021,2.3353626864863286,0.6816067325345413,0.2853582110810426,,,0.6637726913970008,3.840534263780474,0.9654161133779781,0.7872687704026116,3.1409977208123046,0.7740237266454856,0.4452405322415558,7.972982883364128,1.2971552168056026,0.2203112203112203,2.0773316451899837,1.4984780313986505,0.85,4.088837239078973,1.229087537478972,0.286,7.542749050546568,1.2858582709717996,True,,,,,False,False,False,True,True,True,False
state-spaces/mamba-130m,Mamba,129135360,The Pile,,,,,gpt-neox,,,,,,,,,,,,,300000000000,,,,,,3.8981052702526564,1.091502091768942,3.158917982948303,0.5436464638017181,4.003477913051406,1.121478423030312,4.433796325517897,0.9488674594396576,3.7229816790132673,0.8739637622812312,0.197098976109215,6.522502314824068,1.1123380452612421,0.4802188552188552,7.60806228071454,1.135334217319331,0.30780720971917946,3.1113976997231103,0.9229938820415493,0.22674832644922377,,,0.5224940805051302,4.432401150440822,1.1251698452249477,0.6452665941240479,4.153182192263785,1.0695334464873636,0.37615148413510746,9.397395097010389,1.5595326497140547,0.19246519246519248,3.617673781736282,2.609600012232478,0.65,5.086543267496394,1.5382569005248463,0.168,8.637340263534206,1.5135741294676872,True,,,,,False,False,False,True,True,True,False
EleutherAI/gpt-neo-1.3B,GPT,1315575808,The Pile,,,,,gpt2-HF,,,,,,,,,,,,,380000000000,,,,,,3.627247462384104,1.0131081450866073,2.7205585641761028,0.48944456666842195,3.740172975281151,1.044760019106803,,,3.44553177266613,0.8107075962730622,0.23122866894197952,5.9502102682476385,0.9965198695451903,0.5618686868686869,6.662766630955252,0.9891417448298974,0.38657637920732923,2.8011614442987516,0.8183358720517248,0.26598775103261646,,,0.5493291239147593,4.260378069773173,1.0654058323261961,0.7110990206746464,3.790086218845046,0.9438855771438284,0.4124872057318321,8.885164848098631,1.4388332584755814,0.19246519246519248,2.4890088975478353,1.795440396610384,0.67,4.641036237380894,1.3765080044391842,0.214,8.36732057789224,1.43197648211458,True,,,,,False,False,False,True,True,True,False
HuggingFaceFW/ablation-model-c4,Llama,1713670144,C4,,,,80000.0,gpt2-HF,,,,,,,,,,,,,168000000000,,,,,,3.204583895707108,0.8950561217624603,3.791573991921992,0.6821265727942603,3.659150214227596,1.0221275521204238,4.284344469418626,0.9260126532475923,3.3665581845668306,0.79212570761223,0.27047781569965873,5.817273823339693,0.976385734252926,0.5980639730639731,6.4168901084927175,0.9527677498720195,0.45887273451503685,2.6574821289785224,0.7711410081093847,0.24099131177894886,,,0.5785319652722968,4.111194307181902,1.0282914495245892,0.735582154515778,3.578311583120188,0.8736140822939765,0.41146366427840325,8.686065073584922,1.3992109151181424,0.19737919737919737,3.189937807125307,2.3010537275419476,0.71,4.8037146464646465,1.4225516616828964,0.234,8.165407063943,1.3918532800055823,True,,,,,False,False,False,False,True,True,False
HuggingFaceFW/ablation-model-the-pile,Llama,1713670144,The Pile Deduped,,,,25000.0,gpt2-HF,,,,,,,,,,,,,52000000000,,,,,,3.7713542525231936,1.0533578838668332,2.8622491496645406,0.5149355405178988,3.88555654982614,1.085370693298421,4.311043900569839,0.9317834336451573,3.5912459299090873,0.8449930366508137,0.21245733788395904,6.242497405970694,1.0470140117703985,0.5164141414141414,7.046297181743585,1.0515511709144414,0.34425413264289983,2.9721534901331026,0.868120680089518,0.22838626976214216,,,0.5130228887134964,4.354580721442307,1.0915605607630847,0.6702937976060935,3.904641555981656,0.9918118158640068,0.39969293756397134,9.401674250960692,1.510632003754261,0.19737919737919737,3.5005566646191646,2.52511787019844,0.73,4.721829951298699,1.4075931167695155,0.19,8.475512678467364,1.4599218368446383,True,,,,,False,False,False,False,True,True,False
HuggingFaceFW/ablation-model-fineweb-edu,Llama,1713670144,FineWeb-Edu,,,,,gpt2-HF,,,,,,,,,,,,,357000000000,,,,,,3.558435206068341,0.9938885417708011,3.7533866362313715,0.6752564417835466,3.7121110833009805,1.0369213595059934,4.436759137565991,0.9589553618118608,2.9976290148810487,0.7053194611211289,0.3856655290102389,4.713331239822807,0.8106599388294662,0.7403198653198653,4.746703021199458,0.7386111010752813,0.4644493128858793,2.6633141160299725,0.7709373762264282,0.2536675687224042,,,0.5895816890292028,4.142604108430207,1.0380583589043748,0.7442872687704026,3.6119880706745544,0.8917739584731468,0.40992835209826,8.46213658975972,1.3714729683061662,0.2072072072072072,1.976376945126945,1.4256546088309614,0.78,5.143003562409814,1.5192160435534308,0.308,7.7034660329254105,1.3185897039625225,True,,,,,False,False,False,False,False,True,False
HuggingFaceFW/ablation-model-c4,Llama,1713670144,C4,,,,10000.0,gpt2-HF,,,,,,,,,,,,,21000000000,,,,,,3.4319596532333883,0.9585632947177085,4.05637290652394,0.7297654627333445,3.849539880314636,1.0753099884658661,4.4753385444665605,0.9672938647496423,3.580176741324894,0.8423885402009551,0.23378839590443687,6.8133149728392555,1.1258279578836146,0.51010101010101,7.836045328353933,1.1420754084240592,0.37343158733320053,2.8812745017826455,0.8385909303071173,0.2304515026349523,,,0.5217048145224941,4.318084052846791,1.0783286676768828,0.7067464635473341,3.912997288546936,0.9631837093232833,0.3955987717502559,9.60021034266636,1.5295761364585088,0.19901719901719903,4.884853603603603,3.5236770346937503,0.67,4.887148809523811,1.452409155713191,0.188,8.455397263153513,1.4553133982630733,True,,,,,False,False,False,False,True,True,False
HuggingFaceFW/ablation-model-the-pile,Llama,1713670144,The Pile Deduped,,,,10000.0,gpt2-HF,,,,,,,,,,,,,21000000000,,,,,,3.928114960998815,1.0971419245845333,3.0044953942026176,0.5405264807148558,4.039194531714171,1.1282871097191893,4.443080488371904,0.9603216503709802,3.740788508683966,0.8801792756925874,0.2030716723549488,6.528997841235616,1.1151508644834733,0.4898989898989899,7.403827986254158,1.1294502019145223,0.3071101374228241,3.130158778254371,0.9163114527261168,0.22902720410197977,,,0.5153906866614049,4.485078388850148,1.1233845684709771,0.6517954298150164,4.137697160149442,1.0685888887546602,0.3828045035823951,9.286058831989692,1.5107001641939781,0.1941031941031941,5.24268337940213,3.7817966562072223,0.67,4.756083468614717,1.4160557198679222,0.172,8.82906539233336,1.522393532383361,True,,,,,False,False,False,False,True,True,False
HuggingFaceFW/ablation-model-fineweb-edu,Llama,1713670144,FineWeb-Edu,,,,10000.0,gpt2-HF,,,,,,,,,,,,,21000000000,,,,,,3.803060395408689,1.062213566292609,3.9703332915428944,0.7142864274259503,3.9468591068316714,1.10249462340852,4.627917929229221,1.0002721749493657,3.2648627629354228,0.7681975431771134,0.30631399317406144,4.9369741153191224,0.8733627536164027,0.6704545454545454,5.090640634219146,0.8010823702541946,0.3701453893646684,2.9234685842950876,0.8477859108749034,0.23109243697478993,,,0.5256511444356748,4.336495378526714,1.0939178681139423,0.7007616974972797,3.8390427870609622,0.975849729302035,0.38382804503582396,8.729670238702814,1.4282070366042356,0.19901719901719903,2.2860584305896805,1.6490425804970694,0.72,5.374062950937951,1.5906118077216802,0.236,8.117064617500557,1.3920663737473278,True,,,,,False,False,False,False,False,True,False
allenai/OLMo-1B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.2391220173225626,0.9069812671255175,3.2184963238806863,0.5538998336397135,3.480512233763484,0.9749821170572451,4.070715089038337,0.8711652049527357,3.289092436981894,0.7721089837533943,0.27559726962457337,5.251786864777415,0.8883653761327519,0.6367845117845118,5.709913631478742,0.8551522167762314,0.4630551682931687,2.543491123286366,0.743818038250151,,,,0.5808997632202052,4.084247930212027,1.028013170612058,0.7551686615886833,3.428299054424694,0.8588787799154227,0.413510747185261,9.15276697510473,1.4715552615377157,0.19574119574119575,2.050185195302299,1.478896007083299,0.78,4.386440079183979,1.3209609037300039,0.246,7.92439829259182,1.3651958629481704,True,,,,,False,False,False,True,True,True,False
allenai/OLMo-1B,olmo,,Dolma,,,,,,,,,,,,,,,,,,,,,,,,3.52644487555896,0.9874340715100774,3.5439701067904696,0.6099135294982956,3.7590650955434475,1.0530120277859076,4.30421891101638,0.9211368685256844,3.5746538364291123,0.8391440477264543,0.22866894197952217,6.583942692871558,1.1024672191469456,0.5227272727272727,7.573963868412911,1.1160149837516327,0.3497311292571201,2.8509810661368484,0.8374189226935017,,,,0.531965272296764,4.2832697272857825,1.086062620671184,0.6871599564744287,3.8936976806662202,0.9804650558940559,0.3991811668372569,9.32996990365427,1.524023319890853,0.19492219492219492,4.9131900602486365,3.5441174674328275,0.72,4.665514934392546,1.4124715777805894,0.182,8.445817487159196,1.4724969265029213,True,,,,,False,False,False,True,True,True,False
